"","lat_lon","gridID"
"6188","34.59278_-77.43667",253
"6190","34.61361_-77.4075",253
"6192","34.58361_-77.395",253
"6194","34.61861_-77.41889",253
"6197","34.58667_-77.43222",253
"6198","34.61861_-77.41611",253
"6199","34.61889_-77.42444",253
"6201","34.62083_-77.38333",253
"6204","34.59028_-77.43583",253
"6206","34.57861_-77.4225",253
"6207","34.65472_-77.38028",253
"6208","34.63417_-77.3425",253
"6210","34.60306_-77.37417",253
"6212","34.63528_-77.34222",253
"6214","34.59389_-77.40278",253
"6216","34.57556_-77.41833",253
"6218","34.57667_-77.36444",253
"6220","34.5975_-77.43694",253
"6223","34.57194_-77.41389",253
"6224","34.6_-77.37556",253
"6225","34.63028_-77.34667",253
"6227","34.5825_-77.42583",253
"6230","34.60861_-77.36611",253
"6232","34.62861_-77.35056",253
"6234","34.58417_-77.3775",253
"6235","34.61667_-77.41444",253
"6238","34.58417_-77.37694",253
"6240","34.58056_-77.42528",253
"6241","34.61889_-77.38639",253
"6242","34.6175_-77.4125",253
"6244","34.65306_-77.34833",253
"6245","34.61167_-77.40333",253
"6247","34.60139_-77.38361",253
"6248","34.65278_-77.34944",253
"6250","34.59028_-77.43528",253
"6251","34.6_-77.43639",253
"6253","34.56972_-77.36083",253
"6255","34.57306_-77.41611",253
"6256","34.61944_-77.38556",253
"6258","34.57306_-77.41667",253
"6260","34.60139_-77.3825",253
"6261","34.61861_-77.42278",253
"6264","34.61472_-77.40861",253
"6266","34.5975_-77.43722",253
"6268","34.57667_-77.42167",253
"6269","34.64722_-77.37528",253
"6270","34.63611_-77.34167",253
"6271","34.605_-77.37167",253
"6274","34.5775_-77.36694",253
"6275","34.58389_-77.37611",253
"6277","34.63667_-77.37528",253
"6278","34.6575_-77.35361",253
"6279","34.63056_-77.37361",253
"6281","34.58722_-77.4325",253
"6283","34.64611_-77.34278",253
"6284","34.60222_-77.38917",253
"6286","34.62361_-77.35639",253
"6288","34.60417_-77.38861",253
"6290","34.61583_-77.38806",253
"6292","34.58167_-77.37833",253
"6293","34.57833_-77.42361",253
"6295","34.64694_-77.37333",253
"6296","34.60361_-77.37306",253
"6298","34.62944_-77.3475",253
"6299","34.6075_-77.36611",253
"6300","34.65194_-77.34639",253
"6301","34.57361_-77.41694",253
"6302","34.64722_-77.37639",253
"6303","34.65861_-77.35583",253
"6304","34.58444_-77.43111",253
"6305","34.58361_-77.36917",253
"6309","34.58889_-77.43333",253
"6310","34.57306_-77.41639",253
"6312","34.58028_-77.38139",253
"6314","34.62611_-77.35139",253
"6316","34.57389_-77.35972",253
"6319","34.57472_-77.41694",253
"6321","34.60111_-77.37917",253
"6323","34.58389_-77.39528",253
"6325","34.61083_-77.40472",253
"6327","34.58389_-77.39444",253
"6329","34.63639_-77.37611",253
"6330","34.65472_-77.38083",253
"6334","34.61861_-77.43083",253
"6336","34.57944_-77.42417",253
"6337","34.60111_-77.39389",253
"6340","34.60083_-77.37806",253
"6342","34.58472_-77.43083",253
"6344","34.58694_-77.40361",253
"6346","34.58861_-77.43361",253
"6348","34.58028_-77.38167",253
"6350","34.58444_-77.42972",253
"6352","34.6375_-77.33889",253
"6354","34.575_-77.40222",253
"6356","34.63083_-77.34694",253
"6357","34.61139_-77.36444",253
"6360","34.63167_-77.37444",253
"6361","34.5825_-77.37861",253
"6364","34.63028_-77.34722",253
"6367","34.5725_-77.36083",253
"6368","34.63639_-77.37444",253
"6371","34.61417_-77.3625",253
"6372","34.60194_-77.385",253
"6373","34.57333_-77.35944",253
"6375","34.63083_-77.3475",253
"6377","34.61_-77.40361",253
"6378","34.60972_-77.39583",253
"6380","34.58389_-77.3825",253
"6383","34.58333_-77.36917",253
"6384","34.65139_-77.34667",253
"6385","34.58167_-77.37889",253
"6386","34.6625_-77.38139",253
"6388","34.58694_-77.40583",253
"6391","34.59722_-77.43639",253
"6393","34.59778_-77.43583",253
"6395","34.56889_-77.36056",253
"6396","34.61778_-77.42778",253
"6398","34.57639_-77.41972",253
"6399","34.65583_-77.38028",253
"6400","34.58111_-77.40333",253
"6402","34.5975_-77.43583",253
"6404","34.65_-77.34444",253
"6406","34.58389_-77.39333",253
"6407","34.63083_-77.36944",253
"6409","34.57222_-77.34778",253
"6411","34.60889_-77.36583",253
"6413","34.58444_-77.37667",253
"6415","34.6175_-77.36028",253
"6417","34.59083_-77.43556",253
"6419","34.57028_-77.36139",253
"6420","34.58306_-77.39611",253
"6422","34.58556_-77.43167",253
"6423","34.65111_-77.345",253
"6426","34.60083_-77.39333",253
"6427","34.57083_-77.41361",253
"6429","34.585_-77.43083",253
"6432","34.59083_-77.4025",253
"6433","34.57528_-77.40167",253
"6435","34.62917_-77.37333",253
"6437","34.57611_-77.4225",253
"6438","34.65361_-77.34917",253
"6440","34.58278_-77.42944",253
